indicat;time;unix;lat;lon;alt;head;speed;equip;regist;orig;dest;id_iata;id_icao;code1;code2;Distance1;Distance2
6788.0;2017-11-03 22:08:15-02:00;1509754095.0;-25.3242;-48.373;21300.0;67.0;460.0;A321;PT-XPG;CWB;GRU;JJ4728;TAM4728;491AF;0;45.34509929951787;153.96501740118106
13951.0;2017-11-07 00:49:24-02:00;1510022964.0;-19.9488;-44.2473;34000.0;220.0;408.0;B734;PP-WSA;SSA;GRU;;SID9408;3B83E;0;543.654582638594;243.65968433003013
2548.0;2017-09-27 15:29:45-03:00;1506536985.0;-29.3783;-50.6896;13125.0;201.0;299.0;B738;PR-VBF;CGH;POA;G31214;GLO1214;4814A;0;408.0919371684466;44.7361497102715
8156.0;2017-10-04 19:01:19-03:00;1507154479.0;-28.8418;-50.5037;28775.0;217.0;428.0;A320;PR-OCB;GRU;POA;O66128;ONE6128;48FC1;0;390.9439318623766;77.56597638877872
5295.0;2017-10-31 21:14:05-02:00;1509491645.0;-23.5017;-46.743;5125.0;147.0;148.0;B738;PR-GUD;CNF;CGH;G31315;GLO1315;48612;0;279.81259671406735;8.870876130795562
2156.0;2017-10-02 17:03:14-03:00;1506974594.0;-25.358;-48.7604;13375.0;210.0;245.0;B738;PR-GUY;CGH;CWB;G31140;GLO1140;48C30;0;155.17749081530607;24.861289747002484
13101.0;2017-11-06 17:00:48-02:00;1509994848.0;-23.33;-44.352;28000.0;256.0;390.0;A319;PR-MBW;SDU;CGH;JJ3943;TAM3943;4827C;3567;70.43495538904948;128.2836984795146
9726.0;2017-09-19 07:52:09-03:00;1505818329.0;-29.2715;-50.4296;21175.0;27.0;414.0;A320;PR-MHF;POA;CGH;JJ3048;TAM3048;4808C;0;58.191400717778706;395.371136160162
13897.0;2017-11-01 23:37:44-02:00;1509586664.0;-16.514;-39.4594;36000.0;231.0;462.0;A321;PT-XPM;SSA;GRU;JJ4500;TAM4500;4924A;0;226.56328071716902;574.2685139412854
8725.0;2017-09-28 04:06:46-03:00;1506582406.0;-18.1546;-42.4685;35000.0;32.0;447.0;B733;PR-SDO;GRU;REC;;SID9523;49319;0;389.0261169714414;746.8745931462474
9182.0;2017-11-13 08:12:41-02:00;1510567961.0;-14.6895;-40.0497;37000.0;36.0;485.0;A20N;PR-OBL;GRU;REC;O66304;ONE6304;49329;0;639.6616282310905;496.7521997807126
9921.0;2017-10-05 18:30:03-03:00;1507239003.0;-27.5421;-49.2209;39000.0;33.0;469.0;B738;PR-GYD;POA;CGH;G31225;GLO1225;49266;0;179.64838114418026;273.35179042736684
12036.0;2017-09-29 11:14:49-03:00;1506694489.0;-23.6277;-46.6569;0.0;329.0;25.0;A319;PT-TML;SDU;CGH;JJ3917;TAM3917;491A3;0;197.71306116884276;0.09956570403013569
230.0;2017-09-30 11:46:21-03:00;1506782781.0;-17.7794;-47.5133;30950.0;181.0;488.0;A320;PR-OCH;BSB;CGH;O66061;ONE6061;490ED;0;117.04906419517086;354.715792637902
13663.0;2017-10-01 17:36:22-03:00;1506890182.0;-15.9883;-39.9137;36000.0;208.0;417.0;B738;PR-GUA;SSA;GRU;G31695;GLO1695;48501;0;206.98432393012104;581.2538066319945
9197.0;2017-11-14 23:45:09-02:00;1510710309.0;-13.5912;-39.3492;39000.0;32.0;465.0;B738;PR-GTN;GRU;REC;G31620;GLO1620;48005;0;717.2435168661817;419.661013187535
4496.0;2017-11-05 17:47:32-02:00;1509911252.0;-23.3404;-45.2845;27000.0;76.0;450.0;B738;PR-GUM;CGH;SDU;G31040;GLO1040;4898A;0;77.55625822545353;120.11743883167016
11419.0;2017-11-10 01:00:29-02:00;1510282829.0;-18.5388;-42.1014;33950.0;236.0;412.0;A321;PT-MXI;REC;GRU;JJ4505;TAM4505;48809;0;753.2675118281685;383.1005759139062
7832.0;2017-11-06 01:32:07-02:00;1509939127.0;-25.4498;-49.2646;4825.0;134.0;167.0;B737;PR-VBX;GRU;CWB;G39071;GLO9071;483BE;0;194.90445447744614;6.874954750658838
12843.0;2017-10-31 17:33:15.423589-02:00;1509478395.4235888;-23.609108081535453;-46.71874918117833;5006.520838118964;216.8185042083192;168.70931120901813;A319;PT-TME;SDU;CGH;JJ3943;TAM3943;485B2;0;200.84528435088592;5.0
253.0;2017-10-02 17:14:19-03:00;1506975259.0;-23.8045;-46.5337;6400.0;327.0;161.0;A320;PR-AVU;BSB;CGH;O66063;ONE6063;48A72;0;483.23004975436356;12.67122251670546
10983.0;2017-09-25 10:53:32-03:00;1506347612.0;-17.3616;-40.1032;36000.0;208.0;446.0;A20N;PR-YRI;REC;GRU;AD4489;AZU4489;49312;5464;632.5756807828747;511.752713318546
2704.0;2017-10-25 09:32:19-02:00;1508931139.0;-26.2415;-48.7128;36000.0;216.0;413.0;A319;PT-TMB;CGH;POA;JJ3865;TAM3865;48519;0;193.06153258942385;260.46946369084594
11344.0;2017-11-03 14:54:21-02:00;1509728061.0;-22.8993;-46.4352;15125.0;179.0;417.0;A320;PR-TYD;REC;GRU;JJ3549;TAM3549;48E55;0;1109.0205450201586;32.300907092931425
5229.0;2017-10-26 12:18:29-02:00;1509027509.0;-23.5846;-46.8141;7925.0;147.0;285.0;A320;PR-MHX;CNF;CGH;JJ3263;TAM3263;4819C;0;286.1359983481405;9.037702730532372
12634.0;2017-10-27 06:54:34-02:00;1509094474.0;-23.6362;-46.0108;22000.0;281.0;353.0;A319;PT-TME;SDU;CGH;JJ3901;TAM3901;485B2;3712;163.21522461250865;35.55602838453602
10284.0;2017-09-21 23:47:16-03:00;1506048436.0;-23.8289;-46.3869;18250.0;348.0;362.0;A320;PR-MYT;POA;GRU;JJ4511;TAM4511;48BE3;0;450.50131393356605;24.114344427455134
13205.0;2017-11-08 16:38:40-02:00;1510166320.0;-23.4849;-45.0538;28025.0;257.0;360.0;A319;PT-TMA;SDU;CGH;JJ3925;TAM3925;483DD;3457;110.05526158471376;88.70778627918351
13834.0;2017-10-28 15:24:59-02:00;1509211499.0;-17.9359;-40.8849;35975.0;212.0;452.0;A320;PR-OCW;SSA;GRU;O66315;ONE6315;491EF;0;336.65854686421557;455.96547705196787
2379.0;2017-11-09 15:47:51-02:00;1510249671.0;-23.6235;-46.6598;0.0;329.0;29.0;A319;PT-TML;CGH;CWB;JJ3013;TAM3013;491A3;0;0.24478621811860407;179.08290224629607
2498.0;2017-09-23 08:07:58-03:00;1506164878.0;-26.607;-48.8808;33975.0;211.0;446.0;A320;PR-MHZ;CGH;POA;JJ3059;TAM3059;48275;0;216.22596836674097;236.9127832579165
8166.0;2017-10-05 09:54:43-03:00;1507208083.0;-27.5205;-49.5086;34000.0;212.0;416.0;A320;PR-MYZ;GRU;POA;JJ3394;TAM3394;48DC2;0;295.63314561492024;172.55418612786096
1489.0;2017-09-19 12:58:19-03:00;1505836699.0;-19.6322;-43.9665;0.0;47.0;26.0;A319;PT-TMA;CGH;CNF;JJ3115;TAM3115;483DD;0;283.2081391919356;0.5588589230819884
8127.0;2017-09-30 18:43:51-03:00;1506807831.0;-27.9731;-49.7307;36000.0;217.0;472.0;A320;PR-OCP;GRU;POA;O66128;ONE6128;490F2;0;324.7881729156713;143.13823020785273
11371.0;2017-11-05 21:19:15-02:00;1509923955.0;-17.6739;-40.8512;34000.0;218.0;453.0;A321;PT-XPQ;REC;GRU;JJ3064;TAM3064;4925F;0;670.5672642812605;468.95542327827684
6554.0;2017-10-01 10:57:47.947366-03:00;1506866267.9473658;-24.08684737353306;-46.32413611913485;24284.482849140863;28.0;444.10889320781325;A320;PR-MBD;CWB;GRU;JJ3073;TAM3073;47FD0;0;178.19138435462995;40.0
8745.0;2017-09-29 09:39:17-03:00;1506688757.0;-20.9977;-44.526;37000.0;35.0;479.0;A20N;PR-YRA;GRU;REC;AD2572;AZU2572;492B0;4301;182.23043890685412;953.4456486717759
10780.0;2017-11-08 09:25:30-02:00;1510140330.0;-29.9965;-51.0554;4050.0;91.0;239.0;A20N;PT-TMN;POA;GRU;JJ3297;TAM3297;492AE;0;6.025655515744887;464.68317222817586
11127.0;2017-10-06 07:13:50-03:00;1507284830.0;-18.8973;-41.4656;38000.0;224.0;425.0;B738;PR-GGL;REC;GRU;G31613;GLO1613;481D7;0;751.5668901168211;391.31399541459103
1543.0;2017-09-22 19:01:07-03:00;1506117667.0;-21.0921;-44.9481;34350.0;35.0;400.0;B738;PR-GUD;CGH;CNF;G31310;GLO1310;48612;0;179.48487036699458;103.96204510490549
4768.0;2017-11-10 19:58:10-02:00;1510351090.0;-23.0097;-43.7794;8025.0;76.0;279.0;B738;PR-GXB;CGH;SDU;G31046;GLO1046;48DB1;0;163.06609134493357;34.664779230204026
1683.0;2017-10-06 10:10:53-03:00;1507295453.0;-20.681;-44.6409;25375.0;27.0;392.0;B738;PR-GGD;CGH;CNF;G31302;GLO1302;480DC;0;209.57728116790952;73.87817976333965
679.0;2017-11-11 17:23:21-02:00;1510428201.0;-21.787;-46.6453;38075.0;181.0;450.0;A20N;PR-OBF;BSB;CGH;O66063;ONE6063;49295;0;362.8855227740606;110.54647816747021
13710.0;2017-10-06 16:10:42-03:00;1507317042.0;-18.2471;-41.6524;34000.0;234.0;441.0;A320;PR-OCD;SSA;GRU;O66315;ONE6315;48FC2;0;374.30580095508293;412.93520597507455
12867.0;2017-11-01 08:07:11-02:00;1509530831.0;-23.6065;-46.6705;2775.0;147.0;117.0;A318;PR-AVJ;SDU;CGH;O66033;ONE6033;48990;0;198.18801549558287;1.411907303400424
13753.0;2017-10-09 13:12:48-03:00;1507565568.0;-19.9939;-42.2818;36000.0;212.0;453.0;A320;PR-MYR;SSA;GRU;JJ3805;TAM3805;48B64;0;483.09730885783506;312.32467350954545
3394.0;2017-09-27 12:35:38-03:00;1506526538.0;-23.0167;-43.8107;7925.0;76.0;296.0;A319;PR-MYM;CGH;SDU;JJ3924;TAM3924;4894F;0;161.28406515423293;36.44302327840077
509.0;2017-11-01 17:16:04-02:00;1509563764.0;-22.8041;-46.9648;20025.0;216.0;325.0;A320;PR-OCD;BSB;CGH;O66063;ONE6063;48FC2;0;420.216907586374;52.263928823088975
8587.0;2017-11-14 18:17:30-02:00;1510690650.0;-24.5154;-47.3409;28225.0;216.0;427.0;A320;PR-OCN;GRU;POA;O66128;ONE6128;490F0;0;80.52702343120508;387.64098395543346
2883.0;2017-11-08 22:39:09-02:00;1510187949.0;-27.9184;-50.1137;32000.0;215.0;390.0;A20N;PT-TMN;CGH;POA;JJ3051;TAM3051;492AE;0;318.67751458071234;136.58491001012825
11437.0;2017-11-10 10:38:14-02:00;1510317494.0;-23.4303;-46.6598;5375.0;162.0;235.0;A321;PT-MXQ;REC;GRU;JJ3515;TAM3515;48FFB;0;1141.7392259521994;10.303874873095543
10846.0;2017-11-12 18:45:19-02:00;1510519519.0;-29.9907;-51.176;0.0;48.0;0.0;A321;PT-MXL;POA;GRU;JJ3272;TAM3272;48F6A;0;0.318614678738798;467.8463780501488
7036.0;2017-09-28 17:44:36-03:00;1506631476.0;-21.1075;-44.9602;33000.0;32.0;479.0;A320;PR-OCT;GRU;CNF;O66148;ONE6148;491F1;0;163.28295591397702;105.10682746702523
8975.0;2017-10-29 20:16:19-02:00;1509315379.0;-8.1319;-34.9191;0.0;73.0;2.0;A320;PR-OCT;GRU;REC;O66302;ONE6302;491F1;0;1135.501318152585;0.39702016589962846
8670.0;2017-09-24 13:33:05-03:00;1506270785.0;-15.9405;-40.966;35000.0;33.0;480.0;A320;PR-AVQ;GRU;REC;O66324;ONE6324;48A70;0;547.626658490964;588.719787152316
2504.0;2017-09-23 19:04:42-03:00;1506204282.0;-29.9944;-51.187;0.0;91.0;139.0;A320;PR-MHX;CGH;POA;JJ4786;TAM4786;4819C;0;453.30252354486777;0.8277122109931367
10031.0;2017-10-28 12:55:03-02:00;1509202503.0;-27.6778;-49.417;37000.0;35.0;472.0;B737;PR-GEH;POA;CGH;G31215;GLO1215;4919E;0;167.06033421819848;285.7763424698292
9017.0;2017-11-01 13:45:27-02:00;1509551127.0;-11.3408;-37.6027;36975.0;36.0;450.0;A320;PR-OCT;GRU;REC;O66324;ONE6324;491F1;0;886.627446026407;250.05897754629513
5884.0;2017-11-10 11:29:29-02:00;1510320569.0;-19.6283;-43.9681;0.0;17.0;0.0;A320;PR-MHK;CNF;GRU;JJ3343;TAM3343;48053;0;0.3179330422689071;268.2832466451336
6533.0;2017-09-29 20:00:47-03:00;1506726047.0;-24.8616;-46.8813;27000.0;41.0;412.0;A321;PT-MXP;CWB;GRU;JJ3336;TAM3336;48FFA;0;131.14655492411714;88.59234741061327
180.0;2017-09-27 21:25:30-03:00;1506558330.0;-20.6847;-46.9164;35025.0;172.0;457.0;A320;PR-MYI;BSB;CGH;JJ3715;TAM3715;486C2;0;294.92963499944443;177.39284183471457
12650.0;2017-10-27 11:25:22-02:00;1509110722.0;-23.5114;-45.1747;25550.0;256.0;373.0;A319;PR-MBU;SDU;CGH;JJ3919;TAM3919;48198;3416;116.88783447541913;81.92184627887482
1423.0;2017-11-12 10:04:40-02:00;1510488280.0;-22.7142;-47.5153;33800.0;350.0;428.0;A320;PR-MBF;CGH;BSB;JJ3704;TAM3704;47FFE;0;72.50589973408562;411.957315482015
1319.0;2017-11-06 08:20:40-02:00;1509963640.0;-23.6366;-47.1652;14525.0;303.0;353.0;A320;PR-OCN;CGH;BSB;O66060;ONE6060;490F0;0;28.02592805627958;468.7035223928828
941.0;2017-09-29 16:08:24-03:00;1506712104.0;-19.8666;-47.946;38000.0;353.0;423.0;A320;PR-TYA;CGH;BSB;JJ3706;TAM3706;48E46;0;237.1625323236614;240.16482009347115
2602.0;2017-10-01 21:52:04-03:00;1506905524.0;-25.0783;-47.9505;34875.0;210.0;429.0;A320;PR-MYY;CGH;POA;JJ4608;TAM4608;48DC1;0;112.43028824990769;341.6580243514866
6314.0;2017-11-08 12:17:47-02:00;1510150667.0;-25.5253;-49.1793;0.0;315.0;27.0;A319;PT-TMB;CWB;CGH;JJ3008;TAM3008;48519;0;0.4199581362590135;179.01715418741364
13697.0;2017-10-05 16:03:01-03:00;1507230181.0;-19.9192;-43.9349;36025.0;229.0;439.0;A320;PR-ONL;SSA;GRU;O66315;ONE6315;48BB3;0;531.1454357013668;254.48575967529288
13529.0;2017-09-21 18:58:13-03:00;1506031093.0;-23.4628;-46.5761;3775.0;74.0;176.0;A320;PR-OCW;SSA;GRU;O66355;ONE6355;491EF;0;789.7625714248851;5.913512885562502
11325.0;2017-11-03 00:02:02-02:00;1509674522.0;-17.2918;-40.5221;34025.0;219.0;444.0;A321;PT-XPN;REC;GRU;JJ4505;TAM4505;49247;0;641.1134123339883;498.6616014333977
3897.0;2017-10-10 11:15:27-03:00;1507644927.0;-22.9141;-43.4298;4800.0;64.0;232.0;A319;PT-TMG;CGH;SDU;JJ3918;TAM3918;4894E;3215;183.22894083992702;14.801229305600353
5253.0;2017-10-28 07:08:55-02:00;1509181735.0;-22.782;-46.9472;20575.0;216.0;341.0;A320;PR-MHX;CNF;CGH;JJ3652;TAM3652;4819C;0;252.60476349282587;53.220408330744405
7506.0;2017-09-25 09:44:05-03:00;1506343445.0;-25.5356;-49.1721;0.0;225.0;2.0;A320;PR-MBA;GRU;CWB;JJ3333;TAM3333;47FA6;0;194.23579430249768;0.321285980222241
1531.0;2017-09-22 08:55:35-03:00;1506081335.0;-23.0796;-45.8514;25250.0;3.0;406.0;A320;PR-MHX;CGH;CNF;JJ3262;TAM3262;4819C;0;55.24857737903953;232.80231325538912
6441.0;2017-09-23 06:48:33-03:00;1506160113.0;-25.5862;-48.943;9175.0;82.0;295.0;A321;PT-MXQ;CWB;GRU;JJ4688;TAM4688;48FFB;0;13.05869316922057;186.96106455770342
10670.0;2017-11-01 12:26:50-02:00;1509546410.0;-23.4518;-46.5348;3100.0;74.0;146.0;A319;PT-TMD;POA;GRU;JJ3502;TAM3502;4851B;0;465.2549244741;3.542188882255463
1743.0;2017-10-25 06:15:09-02:00;1508919309.0;-23.6202;-46.661;0.0;143.0;0.0;E195;PR-AUJ;CGH;CNF;AD2938;AZU2938;4917E;0;0.43672033685126194;283.2811875050256
3628.0;2017-10-02 17:58:19-03:00;1506977899.0;-23.6245;-46.6595;0.0;108.0;0.0;A319;PR-MBV;CGH;SDU;JJ3948;TAM3948;48199;0;0.1968030502945108;197.81359328364627
10503.0;2017-10-08 19:59:50-03:00;1507503590.0;-24.7164;-46.7182;35000.0;36.0;441.0;A20N;PT-TMN;POA;GRU;JJ3296;TAM3296;492AE;0;396.3101572475123;78.15514226401667
511.0;2017-11-01 19:05:49-02:00;1509570349.0;-21.1073;-46.8537;37000.0;172.0;452.0;A320;PR-ONL;BSB;CGH;O66171;ONE6171;48BB3;0;320.53089694304674;151.79662488783168
11115.0;2017-10-05 13:49:15-03:00;1507222155.0;-17.4856;-41.2115;36000.0;222.0;433.0;A320;PR-MYJ;REC;GRU;JJ3549;TAM3549;486C3;0;672.2971632778168;464.3104310684242
9592.0;2017-11-05 07:52:08-02:00;1509875528.0;-14.3407;-39.4746;28700.0;32.0;451.0;A320;PR-OCA;GRU;SSA;O66312;ONE6312;48FC0;0;675.8625532091648;109.2652116368653
2585.0;2017-09-30 09:05:25-03:00;1506773125.0;-24.8501;-47.6561;33900.0;211.0;469.0;B738;PR-GXH;CGH;POA;G31204;GLO1204;48E77;0;91.73232243177185;361.551112006121
2353.0;2017-11-06 16:36:31-02:00;1509993391.0;-24.6809;-48.4335;25500.0;228.0;356.0;B738;PR-GTM;CGH;CWB;G31140;GLO1140;48004;0;116.27049362900604;65.18235527254764
5484.0;2017-09-20 01:27:32-03:00;1505881652.0;-22.284;-46.1934;30775.0;214.0;400.0;B733;PR-SDO;CNF;GRU;;SID9302;49319;0;202.73132283854574;70.9291774265912
4870.0;2017-11-13 14:54:47-02:00;1510592087.0;-23.4274;-45.6026;23775.0;73.0;427.0;A318;PR-AVJ;CGH;SDU;O66034;ONE6034;48990;0;59.29089970418951;138.37780577486262
3287.0;2017-09-25 10:44:28-03:00;1506347068.0;-23.6755;-46.505;9825.0;76.0;295.0;A319;PR-MBV;CGH;SDU;JJ3918;TAM3918;48199;0;8.848205604530094;190.17904853801227
2902.0;2017-11-10 15:19:13-02:00;1510334353.0;-27.5673;-48.5408;38000.0;168.0;447.0;B738;PR-GUM;CGH;POA;G31214;GLO1214;4898A;0;257.96783886216787;201.17163059149559
12343.0;2017-10-07 20:54:57-03:00;1507420497.0;-23.5286;-46.7243;4375.0;143.0;158.0;B737;PR-GEC;SDU;CGH;G31055;GOL1055;48855;0;200.22712227259146;6.953419946720195
11461.0;2017-11-12 08:00:55-02:00;1510480855.0;-10.8815;-36.4844;36000.0;209.0;440.0;A20N;PR-OBD;REC;GRU;O66317;ONE6317;49294;0;189.71880622115842;946.9665170204898
9267.0;2017-09-23 02:06:42-03:00;1506143202.0;-12.9155;-38.3579;650.0;78.0;136.0;A321;PT-XPM;GRU;SSA;JJ3398;TAM3398;4924A;0;783.4517329878242;2.1149407998338807
5276.0;2017-10-30 18:38:39-02:00;1509395919.0;-23.6285;-46.6574;0.0;304.0;0.0;A320;PR-TYD;CNF;CGH;JJ3223;TAM3223;48E55;0;283.59548873107747;0.15400855792053808
4148.0;2017-10-28 10:46:21-02:00;1509194781.0;-23.2185;-43.1196;6200.0;120.0;243.0;B738;PR-GUF;CGH;SDU;G31014;GLO1014;48614;3367;196.59811286113464;18.694387857256626
13917.0;2017-11-03 08:48:08-02:00;1509706088.0;-23.5641;-46.4176;12100.0;341.0;317.0;A321;PT-XPF;SSA;GRU;JJ3179;TAM3179;491B0;0;789.2598783906803;8.309230242941762
7084.0;2017-10-02 14:05:11-03:00;1506963911.0;-20.5237;-44.6173;29075.0;30.0;440.0;A320;PR-ONW;GRU;CNF;O66146;ONE6146;48FBC;0;203.2967330241191;65.18479768548137
6686.0;2017-10-26 11:10:04-02:00;1509023404.0;-23.4515;-46.5341;3200.0;73.0;151.0;E195;PR-AUN;CWB;GRU;AD6956;AZU6956;491DF;3560;191.08668465214788;3.500121704466698
2787.0;2017-10-31 20:01:35-02:00;1509487295.0;-24.2864;-47.1618;24450.0;215.0;291.0;A320;PR-MBF;CGH;POA;JJ3051;TAM3051;47FFE;0;48.434436129571324;404.4902513865002
7899.0;2017-11-11 09:17:16-02:00;1510399036.0;-24.3158;-47.7708;29975.0;235.0;370.0;A320;PR-OCI;GRU;CWB;O66242;ONE6242;490EE;0;88.80927038302703;105.87148695997006
4411.0;2017-11-03 08:35:26.369066-02:00;1509705326.369066;-23.030687904607014;-43.873296258539334;8652.893804615565;76.0;299.61432644957284;A319;PR-MYB;CGH;SDU;JJ3908;TAM3908;4827D;0;157.72072092808435;40.0
191.0;2017-09-28 13:38:11-03:00;1506616691.0;-17.9048;-47.4515;32250.0;165.0;467.0;A318;PR-ONI;BSB;CGH;O66077;ONE6077;48BB0;0;125.1575290600852;346.78284737878516
1656.0;2017-10-02 20:17:25-03:00;1506986245.0;-19.5291;-44.1328;6800.0;48.0;194.0;B738;PR-GTC;CGH;CNF;G31312;GLO1312;47F4F;0;283.77656460519745;10.76248583208479
9285.0;2017-09-24 20:55:52-03:00;1506297352.0;-15.0401;-39.9454;31000.0;32.0;461.0;A321;PT-XPD;GRU;SSA;JJ3200;TAM3200;491A2;0;625.7287651175775;159.29232924290753
8341.0;2017-10-30 13:49:49.397047-02:00;1509378589.3970468;-23.504759178728776;-46.44472302348415;7803.832090696112;201.07273237328556;304.3414428216568;A320;PR-AVP;GRU;POA;O66122;ONE6122;48A6F;0;5.0;465.1539782159838
10012.0;2017-10-26 22:15:20-02:00;1509063320.0;-23.6222;-46.6603;0.0;227.0;23.0;B738;PR-GGM;POA;CGH;G31229;GLO1229;481D8;0;452.91024283262055;0.31883779180085514
9928.0;2017-10-06 12:58:10-03:00;1507305490.0;-24.1912;-46.8067;11550.0;25.0;350.0;A320;PR-MHM;POA;CGH;JJ3836;TAM3836;480A2;0;419.6528103913698;34.956015741767
13824.0;2017-10-27 17:43:07-02:00;1509133387.0;-21.1441;-42.9109;36000.0;231.0;430.0;A20N;PR-OBJ;SSA;GRU;O66355;ONE6355;4932B;0;560.7383803615164;241.2677344457217
5235.0;2017-10-26 18:35:12-02:00;1509050112.0;-23.5969;-46.805;8700.0;147.0;300.0;A320;PR-MYR;CNF;CGH;JJ3122;TAM3122;48B64;0;286.46625321871295;8.371061355804324
474.0;2017-10-30 19:18:02-02:00;1509398282.0;-19.339;-47.1622;39000.0;164.0;438.0;A320;PR-MYV;BSB;CGH;JJ3725;TAM3725;48C4D;0;212.9023759728617;259.23575152666865
659.0;2017-11-10 11:56:44-02:00;1510322204.0;-21.3059;-46.8442;37000.0;172.0;426.0;B737;PR-VBI;BSB;CGH;G31449;GLO1449;483A4;0;332.35243850490036;139.852140656081
9089.0;2017-11-06 20:26:33-02:00;1510007193.0;-22.3;-45.5212;25700.0;35.0;474.0;A321;PT-MXH;GRU;REC;JJ3498;TAM3498;48808;0;86.24254223702988;1049.4075632508209
13823.0;2017-10-27 15:25:10-02:00;1509125110.0;-16.2613;-40.1089;38000.0;209.0;425.0;B738;PR-GXP;SSA;GRU;G31693;GLO1693;48F02;0;226.72920262416977;561.4001436840941
3999.0;2017-10-25 10:07:49.038074-02:00;1508933269.0380745;-23.681403807446532;-46.59244870606061;4933.087105292759;121.21139259092618;257.84038966925186;B738;PR-GXF;CGH;SDU;G31014;GLO1014;48E0B;0;5.0;194.94785069368046
